175|AnnotationValue.OfByte|interface in java.lang.classfile|java.base/java/lang/classfile/AnnotationValue.OfByte.html|Models a byte value of an element-value pair.
176|AnnotationValue.OfChar|interface in java.lang.classfile|java.base/java/lang/classfile/AnnotationValue.OfChar.html|Models a char value of an element-value pair.
177|AnnotationValue.OfClass|interface in java.lang.classfile|java.base/java/lang/classfile/AnnotationValue.OfClass.html|Models a class value of an element-value pair.
178|AnnotationValue.OfConstant|interface in java.lang.classfile|java.base/java/lang/classfile/AnnotationValue.OfConstant.html|Models a constant value of an element-value pair.
179|AnnotationValue.OfDouble|interface in java.lang.classfile|java.base/java/lang/classfile/AnnotationValue.OfDouble.html|Models a double value of an element-value pair.
180|AnnotationValue.OfEnum|interface in java.lang.classfile|java.base/java/lang/classfile/AnnotationValue.OfEnum.html|Models an enum value of an element-value pair.
181|AnnotationValue.OfFloat|interface in java.lang.classfile|java.base/java/lang/classfile/AnnotationValue.OfFloat.html|Models a float value of an element-value pair.
182|AnnotationValue.OfInt|interface in java.lang.classfile|java.base/java/lang/classfile/AnnotationValue.OfInt.html|Models an int value of an element-value pair.
183|AnnotationValue.OfLong|interface in java.lang.classfile|java.base/java/lang/classfile/AnnotationValue.OfLong.html|Models a long value of an element-value pair.
184|AnnotationValue.OfShort|interface in java.lang.classfile|java.base/java/lang/classfile/AnnotationValue.OfShort.html|Models a short value of an element-value pair.
185|AnnotationValue.OfString|interface in java.lang.classfile|java.base/java/lang/classfile/AnnotationValue.OfString.html|Models a string value of an element-value pair.
186|AnnotationValueVisitor<R,P>|interface in javax.lang.model.element|java.compiler/javax/lang/model/element/AnnotationValueVisitor.html|A visitor of the values of annotation interface elements, using a variant of the visitor design pattern.
187|AnyPatternTree|interface in com.sun.source.tree|jdk.compiler/com/sun/source/tree/AnyPatternTree.html|A tree node for a binding pattern that matches a pattern with a variable of any name and a type of the match candidate; an unnamed pattern.
188|AppConfigurationEntry|class in javax.security.auth.login|java.base/javax/security/auth/login/AppConfigurationEntry.html|This class represents a single LoginModule entry configured for the application specified in the getAppConfigurationEntry(String appName) method in the Configuration class.
189|AppConfigurationEntry.LoginModuleControlFlag|class in javax.security.auth.login|java.base/javax/security/auth/login/AppConfigurationEntry.LoginModuleControlFlag.html|This class represents whether a LoginModule is REQUIRED, REQUISITE, SUFFICIENT or OPTIONAL.
190|Appendable|interface in java.lang|java.base/java/lang/Appendable.html|An object to which char sequences and values can be appended.
191|AppEvent|class in java.awt.desktop|java.desktop/java/awt/desktop/AppEvent.html|AppEvents are sent to listeners and handlers installed on the Desktop instance of the current desktop context.
192|AppForegroundEvent|class in java.awt.desktop|java.desktop/java/awt/desktop/AppForegroundEvent.html|Event sent when the application has become the foreground app, and when it is no longer the foreground app.
193|AppForegroundListener|interface in java.awt.desktop|java.desktop/java/awt/desktop/AppForegroundListener.html|Implementors are notified when the app becomes the foreground app and when it is no longer the foreground app.
194|AppHiddenEvent|class in java.awt.desktop|java.desktop/java/awt/desktop/AppHiddenEvent.html|Event sent when the application has been hidden or shown.
195|AppHiddenListener|interface in java.awt.desktop|java.desktop/java/awt/desktop/AppHiddenListener.html|Implementors are notified when the app is hidden or shown by the user.
196|Applet|class in java.applet|java.desktop/java/applet/Applet.html|Deprecated, for removal: This API element is subject to removal in a future version.The Applet API is deprecated, no replacement.
197|AppletContext|interface in java.applet|java.desktop/java/applet/AppletContext.html|Deprecated, for removal: This API element is subject to removal in a future version.The Applet API is deprecated, no replacement.
198|AppletInitializer|interface in java.beans|java.desktop/java/beans/AppletInitializer.html|Deprecated, for removal: This API element is subject to removal in a future version.The Applet API is deprecated.
199|AppletStub|interface in java.applet|java.desktop/java/applet/AppletStub.html|Deprecated, for removal: This API element is subject to removal in a future version.The Applet API is deprecated, no replacement.
200|AppReopenedEvent|class in java.awt.desktop|java.desktop/java/awt/desktop/AppReopenedEvent.html|Event sent when the application is asked to re-open itself.
201|AppReopenedListener|interface in java.awt.desktop|java.desktop/java/awt/desktop/AppReopenedListener.html|Implementors receive notification when the app has been asked to open again.
202|Arc2D|class in java.awt.geom|java.desktop/java/awt/geom/Arc2D.html|Arc2D is the abstract superclass for all objects that store a 2D arc defined by a framing rectangle, start angle, angular extent (length of the arc), and a closure type (OPEN, CHORD, or PIE).
203|Arc2D.Double|class in java.awt.geom|java.desktop/java/awt/geom/Arc2D.Double.html|This class defines an arc specified in double precision.
204|Arc2D.Float|class in java.awt.geom|java.desktop/java/awt/geom/Arc2D.Float.html|This class defines an arc specified in float precision.
205|Area|class in java.awt.geom|java.desktop/java/awt/geom/Area.html|An Area object stores and manipulates a resolution-independent description of an enclosed area of 2-dimensional space.
206|AreaAveragingScaleFilter|class in java.awt.image|java.desktop/java/awt/image/AreaAveragingScaleFilter.html|An ImageFilter class for scaling images using a simple area averaging algorithm that produces smoother results than the nearest neighbor algorithm.
207|Arena|interface in java.lang.foreign|java.base/java/lang/foreign/Arena.html|An arena controls the lifecycle of native memory segments, providing both flexible allocation and timely deallocation.
208|ArithmeticException|class in java.lang|java.base/java/lang/ArithmeticException.html|Thrown when an exceptional arithmetic condition has occurred.
209|Array|class in java.lang.reflect|java.base/java/lang/reflect/Array.html|The Array class provides static methods to dynamically create and access Java arrays.
210|Array|interface in java.sql|java.sql/java/sql/Array.html|The mapping in the Java programming language for the SQL type ARRAY.
211|ArrayAccessTree|interface in com.sun.source.tree|jdk.compiler/com/sun/source/tree/ArrayAccessTree.html|A tree node for an array access expression.
212|ArrayBlockingQueue<E>|class in java.util.concurrent|java.base/java/util/concurrent/ArrayBlockingQueue.html|A bounded blocking queue backed by an array.
213|ArrayDeque<E>|class in java.util|java.base/java/util/ArrayDeque.html|Resizable-array implementation of the Deque interface.
214|ArrayIndexOutOfBoundsException|class in java.lang|java.base/java/lang/ArrayIndexOutOfBoundsException.html|Thrown to indicate that an array has been accessed with an illegal index.
215|ArrayList<E>|class in java.util|java.base/java/util/ArrayList.html|Resizable-array implementation of the List interface.
216|ArrayLoadInstruction|interface in java.lang.classfile.instruction|java.base/java/lang/classfile/instruction/ArrayLoadInstruction.html|Models an array load instruction in the code array of a Code attribute.
217|ArrayReference|interface in com.sun.jdi|jdk.jdi/com/sun/jdi/ArrayReference.html|Provides access to an array object and its components in the target VM.
218|Arrays|class in java.util|java.base/java/util/Arrays.html|This class contains various methods for manipulating arrays (such as sorting and searching).
219|ArrayStoreException|class in java.lang|java.base/java/lang/ArrayStoreException.html|Thrown to indicate that an attempt has been made to store the wrong type of object into an array of objects.
220|ArrayStoreInstruction|interface in java.lang.classfile.instruction|java.base/java/lang/classfile/instruction/ArrayStoreInstruction.html|Models an array store instruction in the code array of a Code attribute.
221|ArrayType|interface in com.sun.jdi|jdk.jdi/com/sun/jdi/ArrayType.html|Provides access to the class of an array and the type of its components in the target VM.
222|ArrayType|interface in javax.lang.model.type|java.compiler/javax/lang/model/type/ArrayType.html|Represents an array type.
